place,Jurisdiction,Age,Females,Males,year
82735,Ward,45-49,6,8,2011
83835,Westminster,45-49,3970,4394,2011
84440,Wheat Ridge,45-49,1152,1031,2011
8124,Weld County (DRCOG),45-49,2267,2519,2011
8000,Region,45-49,106593,105799,2011
3455,Arvada,50-54,4679,4545,2011
4000,Aurora,50-54,10882,9982,2011
6090,Bennett,50-54,64,96,2011
7025,Black Hawk,50-54,8,1,2011
7850,Boulder City,50-54,2597,2461,2011
8001,Adams County,50-54,13611,13688,2011
8005,Arapahoe County,50-54,21647,20188,2011
8013,Boulder County,50-54,11360,10848,2011
8014,Broomfield City/County,50-54,1979,1973,2011
8019,Clear Creek County,50-54,478,539,2011
8031,Denver City/County,50-54,17542,18050,2011
8035,Douglas County,50-54,10458,10299,2011
8047,Gilpin County,50-54,303,323,2011
8059,Jefferson County,50-54,23216,22447,2011
8070,Bow Mar,50-54,58,61,2011
8123,Weld County,50-54,8247,8300,2011
8675,Brighton,50-54,889,831,2011
12390,Castle Pines North,50-54,341,325,2011
12415,Castle Rock,50-54,1488,1526,2011
12815,Centennial,50-54,4637,4271,2011
12910,Central City,50-54,9,28,2011
13845,Cherry Hills Village,50-54,368,317,2011
16385,Columbine Valley,50-54,69,118,2011
16495,Commerce City,50-54,1239,996,2011
19080,Dacono,50-54,172,125,2011
19630,Deer Trail,50-54,24,34,2011
23135,Edgewater,50-54,120,159,2011
23740,Elizabeth,50-54,45,47,2011
24620,Empire,50-54,38,5,2011
24785,Englewood,50-54,934,1258,2011
24950,Erie,50-54,731,703,2011
26270,Federal Heights,50-54,287,352,2011
26600,Firestone,50-54,334,221,2011
27700,Fort Lupton,50-54,168,251,2011
28105,Foxfield,50-54,26,50,2011
28360,Frederick,50-54,259,380,2011
29735,Georgetown,50-54,43,63,2011
30340,Glendale,50-54,28,128,2011
30835,Golden,50-54,645,682,2011
33035,Greenwood Village,50-54,593,806,2011
37820,Hudson,50-54,25,50,2011
38370,Idaho Springs,50-54,69,71,2011
39195,Jamestown,50-54,19,8,2011
40185,Keenesburg,50-54,35,30,2011
40790,Kiowa,50-54,10,29,2011
41835,Lafayette,50-54,1070,951,2011
42495,Lakeside,50-54,0,0,2011
43000,Lakewood,50-54,5633,5659,2011
43550,Larkspur,50-54,7,11,2011
45255,Littleton,50-54,2058,1809,2011
45955,Lone Tree,50-54,344,440,2011
45970,Longmont,50-54,3030,3013,2011
46355,Louisville,50-54,1119,821,2011
47070,Lyons,50-54,84,84,2011
49600,Mead,50-54,109,216,2011
52075,Morrison,50-54,15,15,2011
52350,Mountain View,50-54,19,22,2011
53175,Nederland,50-54,46,108,2011
54330,Northglenn,50-54,1059,1290,2011
57630,Parker,50-54,1454,1211,2011
60160,Platteville,50-54,90,80,2011
69645,Sheridan,50-54,130,145,2011
70360,Silver Plume,50-54,8,0,2011
75640,Superior,50-54,421,564,2011
77290,Thornton,50-54,3626,3455,2011
82735,Ward,50-54,6,2,2011
83835,Westminster,50-54,3943,3713,2011
84440,Wheat Ridge,50-54,1375,1198,2011
8124,Weld County (DRCOG),50-54,1922,2048,2011
8000,Region,50-54,102516,100403,2011
3455,Arvada,55-59,3798,3638,2011
4000,Aurora,55-59,9809,8901,2011
6090,Bennett,55-59,61,34,2011
7025,Black Hawk,55-59,11,7,2011
7850,Boulder City,55-59,2852,2474,2011
8001,Adams County,55-59,11801,11761,2011
8005,Arapahoe County,55-59,18426,17429,2011
8013,Boulder County,55-59,10055,9510,2011
8014,Broomfield City/County,55-59,1876,1820,2011
8019,Clear Creek County,55-59,584,460,2011
8031,Denver City/County,55-59,16542,16170,2011
8035,Douglas County,55-59,8556,8314,2011
8047,Gilpin County,55-59,247,273,2011
8059,Jefferson County,55-59,20438,19551,2011
8070,Bow Mar,55-59,35,31,2011
8123,Weld County,55-59,7238,7253,2011
8675,Brighton,55-59,778,920,2011
12390,Castle Pines North,55-59,239,265,2011
12415,Castle Rock,55-59,1314,1228,2011
12815,Centennial,55-59,4058,3975,2011
12910,Central City,55-59,10,29,2011
13845,Cherry Hills Village,55-59,251,332,2011
16385,Columbine Valley,55-59,73,71,2011
16495,Commerce City,55-59,1084,1088,2011
19080,Dacono,55-59,88,147,2011
19630,Deer Trail,55-59,6,7,2011
23135,Edgewater,55-59,71,95,2011
23740,Elizabeth,55-59,34,37,2011
24620,Empire,55-59,23,40,2011
24785,Englewood,55-59,912,978,2011
24950,Erie,55-59,551,511,2011
26270,Federal Heights,55-59,356,156,2011
26600,Firestone,55-59,185,233,2011
27700,Fort Lupton,55-59,165,245,2011
28105,Foxfield,55-59,24,27,2011
28360,Frederick,55-59,204,261,2011
29735,Georgetown,55-59,24,39,2011
30340,Glendale,55-59,122,119,2011
30835,Golden,55-59,672,551,2011
33035,Greenwood Village,55-59,632,559,2011
37820,Hudson,55-59,74,68,2011
38370,Idaho Springs,55-59,89,76,2011
39195,Jamestown,55-59,10,22,2011
40185,Keenesburg,55-59,22,4,2011
40790,Kiowa,55-59,21,25,2011
41835,Lafayette,55-59,944,894,2011
42495,Lakeside,55-59,0,0,2011
43000,Lakewood,55-59,4922,4741,2011
43550,Larkspur,55-59,15,14,2011
45255,Littleton,55-59,1320,1420,2011
45955,Lone Tree,55-59,382,318,2011
45970,Longmont,55-59,2456,2427,2011
46355,Louisville,55-59,664,773,2011
47070,Lyons,55-59,83,131,2011
49600,Mead,55-59,126,164,2011
52075,Morrison,55-59,14,23,2011
52350,Mountain View,55-59,0,18,2011
53175,Nederland,55-59,47,64,2011
54330,Northglenn,55-59,882,826,2011
57630,Parker,55-59,832,859,2011
60160,Platteville,55-59,61,58,2011
69645,Sheridan,55-59,98,153,2011
70360,Silver Plume,55-59,0,11,2011
75640,Superior,55-59,286,239,2011
77290,Thornton,55-59,3264,3179,2011
82735,Ward,55-59,7,0,2011
83835,Westminster,55-59,3461,3062,2011
84440,Wheat Ridge,55-59,1187,991,2011
8124,Weld County (DRCOG),55-59,1968,1948,2011
8000,Region,55-59,90493,87236,2011
3455,Arvada,60-64,3350,2846,2011
4000,Aurora,60-64,8436,6093,2011
6090,Bennett,60-64,53,16,2011
7025,Black Hawk,60-64,5,8,2011
7850,Boulder City,60-64,1952,1992,2011
8001,Adams County,60-64,8695,8104,2011
8005,Arapahoe County,60-64,15397,13333,2011
8013,Boulder County,60-64,7034,7466,2011
8014,Broomfield City/County,60-64,1147,994,2011
8019,Clear Creek County,60-64,228,408,2011
8031,Denver City/County,60-64,14140,13299,2011
8035,Douglas County,60-64,6347,6010,2011
8047,Gilpin County,60-64,183,254,2011
8059,Jefferson County,60-64,16285,15538,2011
8070,Bow Mar,60-64,35,22,2011
8123,Weld County,60-64,5729,5470,2011
8675,Brighton,60-64,803,508,2011
12390,Castle Pines North,60-64,255,235,2011
12415,Castle Rock,60-64,830,736,2011
12815,Centennial,60-64,3164,3358,2011
12910,Central City,60-64,23,15,2011
13845,Cherry Hills Village,60-64,190,280,2011
16385,Columbine Valley,60-64,63,67,2011
16495,Commerce City,60-64,535,683,2011
19080,Dacono,60-64,126,129,2011
19630,Deer Trail,60-64,7,32,2011
23135,Edgewater,60-64,98,99,2011
23740,Elizabeth,60-64,12,8,2011
24620,Empire,60-64,8,14,2011
24785,Englewood,60-64,739,592,2011
24950,Erie,60-64,207,292,2011
26270,Federal Heights,60-64,238,213,2011
26600,Firestone,60-64,181,214,2011
27700,Fort Lupton,60-64,163,115,2011
28105,Foxfield,60-64,24,37,2011
28360,Frederick,60-64,184,88,2011
29735,Georgetown,60-64,19,7,2011
30340,Glendale,60-64,17,27,2011
30835,Golden,60-64,506,546,2011
33035,Greenwood Village,60-64,591,639,2011
37820,Hudson,60-64,67,116,2011
38370,Idaho Springs,60-64,58,59,2011
39195,Jamestown,60-64,8,11,2011
40185,Keenesburg,60-64,40,15,2011
40790,Kiowa,60-64,10,36,2011
41835,Lafayette,60-64,565,518,2011
42495,Lakeside,60-64,0,0,2011
43000,Lakewood,60-64,4402,3737,2011
43550,Larkspur,60-64,5,4,2011
45255,Littleton,60-64,1183,976,2011
45955,Lone Tree,60-64,282,291,2011
45970,Longmont,60-64,2021,1868,2011
46355,Louisville,60-64,510,478,2011
47070,Lyons,60-64,81,39,2011
49600,Mead,60-64,66,74,2011
52075,Morrison,60-64,28,6,2011
52350,Mountain View,60-64,10,15,2011
53175,Nederland,60-64,37,25,2011
54330,Northglenn,60-64,831,630,2011
57630,Parker,60-64,547,500,2011
60160,Platteville,60-64,51,51,2011
69645,Sheridan,60-64,181,121,2011
70360,Silver Plume,60-64,6,15,2011
75640,Superior,60-64,67,132,2011
77290,Thornton,60-64,1911,1986,2011
82735,Ward,60-64,2,9,2011
83835,Westminster,60-64,2686,2298,2011
84440,Wheat Ridge,60-64,888,946,2011
8124,Weld County (DRCOG),60-64,1363,1329,2011
8000,Region,60-64,70819,66735,2011
3455,Arvada,65-69,2518,2032,2011
4000,Aurora,65-69,5400,4298,2011
6090,Bennett,65-69,16,31,2011
7025,Black Hawk,65-69,12,13,2011
7850,Boulder City,65-69,1330,1228,2011
8001,Adams County,65-69,6741,5360,2011
8005,Arapahoe County,65-69,9925,8310,2011
8013,Boulder County,65-69,4802,4547,2011
8014,Broomfield City/County,65-69,923,681,2011
8019,Clear Creek County,65-69,175,187,2011
8031,Denver City/County,65-69,9633,8192,2011
8035,Douglas County,65-69,4007,3724,2011
8047,Gilpin County,65-69,108,181,2011
8059,Jefferson County,65-69,11113,9775,2011
8070,Bow Mar,65-69,15,20,2011
8123,Weld County,65-69,3790,3570,2011
8675,Brighton,65-69,550,307,2011
12390,Castle Pines North,65-69,212,189,2011
12415,Castle Rock,65-69,648,455,2011
12815,Centennial,65-69,1899,1942,2011
12910,Central City,65-69,5,9,2011
13845,Cherry Hills Village,65-69,132,144,2011
16385,Columbine Valley,65-69,61,48,2011
16495,Commerce City,65-69,490,591,2011
19080,Dacono,65-69,60,26,2011
19630,Deer Trail,65-69,0,8,2011
23135,Edgewater,65-69,111,39,2011
23740,Elizabeth,65-69,3,2,2011
24620,Empire,65-69,2,12,2011
24785,Englewood,65-69,373,461,2011
24950,Erie,65-69,319,273,2011
26270,Federal Heights,65-69,195,303,2011
26600,Firestone,65-69,34,119,2011
27700,Fort Lupton,65-69,59,92,2011
28105,Foxfield,65-69,27,27,2011
28360,Frederick,65-69,69,77,2011
29735,Georgetown,65-69,25,6,2011
30340,Glendale,65-69,34,33,2011
30835,Golden,65-69,264,336,2011
33035,Greenwood Village,65-69,419,237,2011
37820,Hudson,65-69,23,23,2011
38370,Idaho Springs,65-69,55,19,2011
39195,Jamestown,65-69,2,14,2011
40185,Keenesburg,65-69,18,26,2011
40790,Kiowa,65-69,12,9,2011
41835,Lafayette,65-69,388,342,2011
42495,Lakeside,65-69,0,0,2011
43000,Lakewood,65-69,3291,2782,2011
43550,Larkspur,65-69,2,2,2011
45255,Littleton,65-69,997,652,2011
45955,Lone Tree,65-69,260,214,2011
45970,Longmont,65-69,1466,1146,2011
46355,Louisville,65-69,236,318,2011
47070,Lyons,65-69,40,43,2011
49600,Mead,65-69,59,27,2011
52075,Morrison,65-69,6,19,2011
52350,Mountain View,65-69,16,10,2011
53175,Nederland,65-69,18,4,2011
54330,Northglenn,65-69,672,396,2011
57630,Parker,65-69,494,388,2011
60160,Platteville,65-69,64,50,2011
69645,Sheridan,65-69,132,68,2011
70360,Silver Plume,65-69,6,0,2011
75640,Superior,65-69,69,63,2011
77290,Thornton,65-69,1489,1053,2011
82735,Ward,65-69,0,2,2011
83835,Westminster,65-69,1589,1441,2011
84440,Wheat Ridge,65-69,583,525,2011
8124,Weld County (DRCOG),65-69,840,762,2011
8000,Region,65-69,48267,41719,2011
3455,Arvada,70-74,1804,1355,2011
4000,Aurora,70-74,3467,3137,2011
6090,Bennett,70-74,20,10,2011
7025,Black Hawk,70-74,0,0,2011
7850,Boulder City,70-74,1032,750,2011
8001,Adams County,70-74,4635,4139,2011
8005,Arapahoe County,70-74,6689,5830,2011
8013,Boulder County,70-74,3606,3003,2011
8014,Broomfield City/County,70-74,605,587,2011
8019,Clear Creek County,70-74,155,181,2011
8031,Denver City/County,70-74,7403,5885,2011
8035,Douglas County,70-74,2245,2438,2011
8047,Gilpin County,70-74,53,17,2011
8059,Jefferson County,70-74,8223,7012,2011
8070,Bow Mar,70-74,27,15,2011
8123,Weld County,70-74,3061,2973,2011
8675,Brighton,70-74,275,258,2011
12390,Castle Pines North,70-74,37,87,2011
12415,Castle Rock,70-74,349,411,2011
12815,Centennial,70-74,1327,1056,2011
12910,Central City,70-74,0,3,2011
13845,Cherry Hills Village,70-74,64,121,2011
16385,Columbine Valley,70-74,33,44,2011
16495,Commerce City,70-74,330,310,2011
19080,Dacono,70-74,76,107,2011
19630,Deer Trail,70-74,11,3,2011
23135,Edgewater,70-74,75,97,2011
23740,Elizabeth,70-74,18,10,2011
24620,Empire,70-74,2,0,2011
24785,Englewood,70-74,542,313,2011
24950,Erie,70-74,109,144,2011
26270,Federal Heights,70-74,194,125,2011
26600,Firestone,70-74,0,18,2011
27700,Fort Lupton,70-74,77,66,2011
28105,Foxfield,70-74,12,13,2011
28360,Frederick,70-74,45,128,2011
29735,Georgetown,70-74,30,37,2011
30340,Glendale,70-74,0,0,2011
30835,Golden,70-74,216,191,2011
33035,Greenwood Village,70-74,193,331,2011
37820,Hudson,70-74,4,17,2011
38370,Idaho Springs,70-74,21,14,2011
39195,Jamestown,70-74,0,6,2011
40185,Keenesburg,70-74,11,29,2011
40790,Kiowa,70-74,7,8,2011
41835,Lafayette,70-74,230,172,2011
42495,Lakeside,70-74,0,0,2011
43000,Lakewood,70-74,2692,2245,2011
43550,Larkspur,70-74,3,0,2011
45255,Littleton,70-74,785,601,2011
45955,Lone Tree,70-74,133,77,2011
45970,Longmont,70-74,1125,819,2011
46355,Louisville,70-74,191,181,2011
47070,Lyons,70-74,24,24,2011
49600,Mead,70-74,29,43,2011
52075,Morrison,70-74,24,8,2011
52350,Mountain View,70-74,14,16,2011
53175,Nederland,70-74,17,10,2011
54330,Northglenn,70-74,375,406,2011
57630,Parker,70-74,317,211,2011
60160,Platteville,70-74,11,23,2011
69645,Sheridan,70-74,129,148,2011
70360,Silver Plume,70-74,0,0,2011
75640,Superior,70-74,87,46,2011
77290,Thornton,70-74,983,1001,2011
82735,Ward,70-74,0,0,2011
83835,Westminster,70-74,1161,938,2011
84440,Wheat Ridge,70-74,449,411,2011
8124,Weld County (DRCOG),70-74,407,729,2011
8000,Region,70-74,34021,29821,2011
3455,Arvada,75-79,1491,1279,2011
4000,Aurora,75-79,2847,2106,2011
6090,Bennett,75-79,7,41,2011
7025,Black Hawk,75-79,0,0,2011
7850,Boulder City,75-79,924,609,2011
8001,Adams County,75-79,3774,3085,2011
8005,Arapahoe County,75-79,5602,4252,2011
8013,Boulder County,75-79,2883,2236,2011
8014,Broomfield City/County,75-79,597,413,2011
8019,Clear Creek County,75-79,37,41,2011
8031,Denver City/County,75-79,6187,4304,2011
8035,Douglas County,75-79,1808,1533,2011
8047,Gilpin County,75-79,18,45,2011
8059,Jefferson County,75-79,6568,5327,2011
8070,Bow Mar,75-79,13,22,2011
8123,Weld County,75-79,2177,1853,2011
8675,Brighton,75-79,234,238,2011
12390,Castle Pines North,75-79,11,12,2011
12415,Castle Rock,75-79,272,165,2011
12815,Centennial,75-79,1134,1026,2011
12910,Central City,75-79,0,0,2011
13845,Cherry Hills Village,75-79,67,55,2011
16385,Columbine Valley,75-79,44,27,2011
16495,Commerce City,75-79,323,161,2011
19080,Dacono,75-79,36,55,2011
19630,Deer Trail,75-79,13,0,2011
23135,Edgewater,75-79,61,53,2011
23740,Elizabeth,75-79,2,0,2011
24620,Empire,75-79,0,2,2011
24785,Englewood,75-79,410,215,2011
24950,Erie,75-79,56,71,2011
26270,Federal Heights,75-79,136,81,2011
26600,Firestone,75-79,46,65,2011
27700,Fort Lupton,75-79,64,53,2011
28105,Foxfield,75-79,18,14,2011
28360,Frederick,75-79,38,28,2011
29735,Georgetown,75-79,21,13,2011
30340,Glendale,75-79,0,0,2011
30835,Golden,75-79,143,104,2011
33035,Greenwood Village,75-79,215,167,2011
37820,Hudson,75-79,23,0,2011
38370,Idaho Springs,75-79,5,5,2011
39195,Jamestown,75-79,2,0,2011
40185,Keenesburg,75-79,20,22,2011
40790,Kiowa,75-79,13,0,2011
41835,Lafayette,75-79,183,205,2011
42495,Lakeside,75-79,0,0,2011
43000,Lakewood,75-79,2214,1699,2011
43550,Larkspur,75-79,1,0,2011
45255,Littleton,75-79,674,456,2011
45955,Lone Tree,75-79,40,30,2011
45970,Longmont,75-79,975,832,2011
46355,Louisville,75-79,185,53,2011
47070,Lyons,75-79,3,4,2011
49600,Mead,75-79,42,35,2011
52075,Morrison,75-79,10,5,2011
52350,Mountain View,75-79,2,2,2011
53175,Nederland,75-79,0,10,2011
54330,Northglenn,75-79,614,468,2011
57630,Parker,75-79,169,113,2011
60160,Platteville,75-79,24,24,2011
69645,Sheridan,75-79,62,63,2011
70360,Silver Plume,75-79,0,0,2011
75640,Superior,75-79,32,12,2011
77290,Thornton,75-79,608,609,2011
82735,Ward,75-79,0,0,2011
83835,Westminster,75-79,975,571,2011
84440,Wheat Ridge,75-79,722,283,2011
8124,Weld County (DRCOG),75-79,385,407,2011
8000,Region,75-79,27859,21643,2011
3455,Arvada,80-84,1058,826,2011
4000,Aurora,80-84,2355,1395,2011
6090,Bennett,80-84,6,0,2011
7025,Black Hawk,80-84,14,0,2011
7850,Boulder City,80-84,691,525,2011
8001,Adams County,80-84,2682,1544,2011
8005,Arapahoe County,80-84,4886,2891,2011
8013,Boulder County,80-84,2025,1411,2011
8014,Broomfield City/County,80-84,391,274,2011
8019,Clear Creek County,80-84,80,50,2011
8031,Denver City/County,80-84,5934,3644,2011
8035,Douglas County,80-84,1270,887,2011
8047,Gilpin County,80-84,20,43,2011
8059,Jefferson County,80-84,5504,3668,2011
8070,Bow Mar,80-84,14,10,2011
8123,Weld County,80-84,1980,1329,2011
8675,Brighton,80-84,322,93,2011
12390,Castle Pines North,80-84,25,35,2011
12415,Castle Rock,80-84,263,92,2011
12815,Centennial,80-84,848,556,2011
12910,Central City,80-84,0,0,2011
13845,Cherry Hills Village,80-84,75,53,2011
16385,Columbine Valley,80-84,18,13,2011
16495,Commerce City,80-84,86,168,2011
19080,Dacono,80-84,22,21,2011
19630,Deer Trail,80-84,0,5,2011
23135,Edgewater,80-84,41,28,2011
23740,Elizabeth,80-84,16,3,2011
24620,Empire,80-84,0,0,2011
24785,Englewood,80-84,532,262,2011
24950,Erie,80-84,88,33,2011
26270,Federal Heights,80-84,92,129,2011
26600,Firestone,80-84,0,21,2011
27700,Fort Lupton,80-84,31,39,2011
28105,Foxfield,80-84,11,15,2011
28360,Frederick,80-84,74,19,2011
29735,Georgetown,80-84,13,23,2011
30340,Glendale,80-84,0,20,2011
30835,Golden,80-84,212,191,2011
33035,Greenwood Village,80-84,68,28,2011
37820,Hudson,80-84,0,0,2011
38370,Idaho Springs,80-84,10,27,2011
39195,Jamestown,80-84,0,0,2011
40185,Keenesburg,80-84,9,8,2011
40790,Kiowa,80-84,7,0,2011
41835,Lafayette,80-84,123,111,2011
42495,Lakeside,80-84,0,0,2011
43000,Lakewood,80-84,1814,1253,2011
43550,Larkspur,80-84,0,0,2011
45255,Littleton,80-84,805,429,2011
45955,Lone Tree,80-84,25,67,2011
45970,Longmont,80-84,813,502,2011
46355,Louisville,80-84,77,55,2011
47070,Lyons,80-84,26,4,2011
49600,Mead,80-84,38,0,2011
52075,Morrison,80-84,13,24,2011
52350,Mountain View,80-84,21,0,2011
53175,Nederland,80-84,0,4,2011
54330,Northglenn,80-84,163,199,2011
57630,Parker,80-84,112,21,2011
60160,Platteville,80-84,8,0,2011
69645,Sheridan,80-84,36,27,2011
70360,Silver Plume,80-84,0,0,2011
75640,Superior,80-84,0,0,2011
77290,Thornton,80-84,654,264,2011
82735,Ward,80-84,0,0,2011
83835,Westminster,80-84,837,327,2011
84440,Wheat Ridge,80-84,635,364,2011
8124,Weld County (DRCOG),80-84,377,176,2011
8000,Region,80-84,23169,14588,2011
3455,Arvada,85+,1139,479,2011
4000,Aurora,85+,2379,1056,2011
6090,Bennett,85+,13,0,2011
7025,Black Hawk,85+,0,0,2011
7850,Boulder City,85+,1106,487,2011
8001,Adams County,85+,2620,1356,2011
8005,Arapahoe County,85+,4983,2417,2011
8013,Boulder County,85+,2805,1323,2011
8014,Broomfield City/County,85+,541,117,2011
8019,Clear Creek County,85+,64,63,2011
8031,Denver City/County,85+,6979,3459,2011
8035,Douglas County,85+,778,361,2011
8047,Gilpin County,85+,6,10,2011
8059,Jefferson County,85+,5520,2765,2011
8070,Bow Mar,85+,20,16,2011
8123,Weld County,85+,1698,900,2011
8675,Brighton,85+,320,107,2011
12390,Castle Pines North,85+,29,9,2011
12415,Castle Rock,85+,158,38,2011
12815,Centennial,85+,844,403,2011
12910,Central City,85+,0,0,2011
13845,Cherry Hills Village,85+,38,32,2011
16385,Columbine Valley,85+,13,13,2011
16495,Commerce City,85+,106,102,2011
19080,Dacono,85+,11,0,2011
19630,Deer Trail,85+,5,0,2011
23135,Edgewater,85+,31,15,2011
23740,Elizabeth,85+,11,0,2011
24620,Empire,85+,0,3,2011
24785,Englewood,85+,614,289,2011
24950,Erie,85+,22,15,2011
26270,Federal Heights,85+,128,48,2011
26600,Firestone,85+,0,0,2011
27700,Fort Lupton,85+,51,39,2011
28105,Foxfield,85+,0,4,2011
28360,Frederick,85+,13,12,2011
29735,Georgetown,85+,8,0,2011
30340,Glendale,85+,57,10,2011
30835,Golden,85+,79,24,2011
33035,Greenwood Village,85+,77,44,2011
37820,Hudson,85+,0,10,2011
38370,Idaho Springs,85+,23,27,2011
39195,Jamestown,85+,0,0,2011
40185,Keenesburg,85+,8,17,2011
40790,Kiowa,85+,5,0,2011
41835,Lafayette,85+,157,63,2011
42495,Lakeside,85+,0,0,2011
43000,Lakewood,85+,1934,1101,2011
43550,Larkspur,85+,0,0,2011
45255,Littleton,85+,682,397,2011
45955,Lone Tree,85+,19,27,2011
45970,Longmont,85+,976,430,2011
46355,Louisville,85+,313,127,2011
47070,Lyons,85+,3,5,2011
49600,Mead,85+,0,3,2011
52075,Morrison,85+,66,0,2011
52350,Mountain View,85+,2,2,2011
53175,Nederland,85+,0,0,2011
54330,Northglenn,85+,230,124,2011
57630,Parker,85+,73,27,2011
60160,Platteville,85+,0,12,2011
69645,Sheridan,85+,42,42,2011
70360,Silver Plume,85+,0,0,2011
75640,Superior,85+,24,16,2011
77290,Thornton,85+,603,416,2011
82735,Ward,85+,0,0,2011
83835,Westminster,85+,748,306,2011
84440,Wheat Ridge,85+,936,463,2011
8124,Weld County (DRCOG),85+,113,124,2011
8000,Region,85+,24409,11995,2011
3455,Arvada,0-4,3055,3155,2012
4000,Aurora,0-4,13299,14670,2012
6090,Bennett,0-4,53,100,2012
7025,Black Hawk,0-4,0,9,2012
7850,Boulder City,0-4,1979,2215,2012
8001,Adams County,0-4,18383,19418,2012
8005,Arapahoe County,0-4,19510,20783,2012
8013,Boulder County,0-4,8006,8407,2012
8014,Broomfield City/County,0-4,1873,2022,2012
8019,Clear Creek County,0-4,99,289,2012
8031,Denver City/County,0-4,21617,22516,2012
8035,Douglas County,0-4,10432,11127,2012
8047,Gilpin County,0-4,107,132,2012
8059,Jefferson County,0-4,14705,15382,2012
8070,Bow Mar,0-4,25,30,2012
8123,Weld County,0-4,9678,10351,2012
8675,Brighton,0-4,1507,1285,2012
12387,Castle Pines,0-4,477,297,2012
12415,Castle Rock,0-4,2052,2274,2012
12815,Centennial,0-4,2492,2744,2012
12910,Central City,0-4,13,9,2012
13845,Cherry Hills Village,0-4,117,86,2012
16385,Columbine Valley,0-4,26,38,2012
16495,Commerce City,0-4,2820,2825,2012
19080,Dacono,0-4,120,192,2012
19630,Deer Trail,0-4,6,11,2012
23135,Edgewater,0-4,114,237,2012
23740,Elizabeth,0-4,59,48,2012
24620,Empire,0-4,6,15,2012
24785,Englewood,0-4,1149,867,2012
24950,Erie,0-4,771,747,2012
26270,Federal Heights,0-4,481,590,2012
26600,Firestone,0-4,703,673,2012
27700,Fort Lupton,0-4,301,322,2012
